1,2800
2,1500
3,1500
4,300
5,500
6,0
7,0
8,300
9,0
10,0
11,1000
12,0
13,0
14,300
15,1000
16,0
17,0
18,500
19,1000
20,0
21,0
22,0
23,0
24,500
25,0
26,0
27,0
28,0
29,100
30,2300
31,800
32,1000
33,100
34,2300
35,500
36,1000
37,0
38,0
39,0
40,0
41,0
42,300
43,1500
44,2300
45,0
46,0
47,0
48,0
49,300
50,0
51,0
52,0
53,0
54,1000
55,0
56,0
57,100
58,0
59,0
60,0
61,300
62,300
63,0
64,0
65,0
66,100
67,0
68,0
69,0
70,0
71,2300
72,0
73,0
74,1500
75,0
76,2300
77,300
78,0
79,800
80,0
81,1000
82,0
83,0
84,0
85,0
86,1500
87,0
88,0
89,1000
90,0
91,1000
92,1000
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,500
104,0
105,0
106,100
107,500
108,800
109,0
110,2300
111,0
112,0
113,0
114,0
115,800
116,0
117,0
118,0
119,300
120,0
121,1000
122,0
123,0
124,2300
125,2300
126,0
127,2300
128,1000
129,0
130,1500
131,100
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,1500
140,0
141,0
142,0
143,0
144,2300
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,1500
155,0
156,2300
157,0
158,0
159,0
160,0
161,2300
162,0
163,0
164,100
165,0
166,300
167,0
168,0
169,0
170,0
171,0
172,800
173,0
174,0
175,300
176,0
177,0
178,1500
179,0
180,0
181,0
182,300
183,100
184,0
185,0
186,0
187,1000
188,0
189,0
190,0
191,0
192,0
193,100
194,0
195,0
196,800
197,0
198,300
199,0
200,0
201,0
202,0
203,0
204,0
205,100
206,1000
207,300
208,0
209,800
210,0
211,0
212,800
213,0
214,0
215,0
216,300
217,0
218,0
219,0
220,300
221,0
222,0
223,300
224,800
225,0
226,2300
227,0
228,0
229,0
230,0
231,0
232,500
233,0
234,300
235,0
236,300
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1000
248,800
249,0
250,2300
251,0
252,0
253,100
254,0
255,0
256,0
257,0
258,1000
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,500
268,100
269,0
270,0
271,0
272,0
273,0
274,500
275,0
276,0
277,0
278,800
279,0
280,0
281,0
282,2300
283,0
284,800
285,0
286,0
287,0
288,300
289,0
290,0
291,1500
292,0
293,0
294,0
295,0
296,1000
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,2300
305,0
306,0
307,1000
308,0
309,0
310,0
311,2300
312,0
313,0
314,300
315,0
316,800
317,1500
318,2300
319,300
320,500
321,300
322,1500
323,0
324,1000
325,1000
326,0
327,2300
328,2300
329,0
330,0
331,100
332,0
333,0
334,100
335,1500
336,1000
337,1000
338,2300
339,0
340,100
341,0
342,0
343,1500
344,0
345,0
346,0
347,800
348,0
349,0
350,800
351,0
352,0
353,0
354,1000
355,0
356,0
357,0
358,0
359,500
360,2300
361,0
362,0
363,0
364,1500
365,0
366,0
367,0
368,0
369,0
370,300
371,2300
372,1000
373,0
374,0
375,0
376,0
377,800
378,800
379,2300
380,0
381,0
382,300
383,0
384,0
385,0
386,0
387,1000
388,0
389,1000
390,2300
391,300
392,0
393,0
394,1500
395,0
396,0
397,0
398,2300
399,0
400,0
401,0
402,300
403,0
404,0
405,500
406,0
407,0
408,0
409,0
410,300
411,0
412,0
413,2300
414,0
415,0
416,100
417,0
418,0
419,300
420,2300
421,0
422,2300
423,800
424,0
425,100
426,100
427,0
428,0
429,0
430,300
431,0
432,0
433,0
434,0
435,0
436,0
437,1500
438,1500
439,100
440,0
441,800
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,1000
459,800
460,2300
461,0
462,1000
463,0
464,0
465,0
466,0
467,0
468,0
469,500
470,0
471,0
472,2300
473,0
474,500
475,1500
476,0
477,0
478,0
479,0
480,0
481,800
482,100
483,2300
484,300
485,100
486,100
487,100
488,300
489,0
490,0
491,0
492,100
493,300
494,300
495,100
496,0
497,0
498,0
499,0
500,0
501,300
502,0
503,2300
504,0
505,800
506,1500
507,0
508,0
509,0
510,800
511,0
512,100
513,0
514,800
515,300
516,1000
517,300
518,0
519,0
520,0
521,0
522,0
523,100
524,2300
525,100
526,1500
527,0
528,0
529,0
530,0
531,0
532,0
